title,platform,date,summary,meta_socre,user_socre,rate_num,genre,rating
Amnesia: The Dark Descent,PC,2010,"
                        The last remaining memories fade away into darkness. Your mind is a mess and only a feeling of being hunted remains. You must escape. Awake... Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.
                        ",85,8.6,1473,Action Adventure,M
SoulCalibur IV,Xbox 360,2008,"
                        [Also known as ""Soul Calibur IV""]  Swords will be honed and weapons optimized as the world renowned weapon-based fighting series Soulcalibur unveils a fourth installment. Delivering new gameplay modes, characters and enhanced features with unprecedented 3D modeling and animation, Soulcalibur IV strives to be the definitive fighting game experience. The unrelenting pursuit of two legendary swords continues as Soulcalibur IV re-introduces classic warriors from the series as well as debuting new characters bringing new conflict and intrigue. Soulcalibur IV propels the fighting genre into the next-gen era with visually realistic environments, interactive stages, enhanced AI, and a new battle system. [Namco Bandai]
                        ",85,7.9,174,Action,T
Project Gotham Racing,Xbox,2001,"
                        In Project Gotham Racing, it's just as important to look good racing as it to drive fast.  You receive &quot;Kudos&quot; points for your style, skill, and willingness to take risks during races.  Choose from more than 25 different cars from top manufacturers such as Ferrari, Porsche, and BMW, and compete on 200 city-based circuits.  You can also race shoulder-to-shoulder with up to three friends in multiplayer mode.  Fun and reward come from focusing equally on speed, flair, and risk-taking.
                        ",85,8.1,35,Driving,E
Huntdown,PC,2020,"
                        Challenge yourselves in this hard-boiled co-op arcade shooter! Run, jump, and take cover in the mayhem-filled streets of the future. Kill the henchmen, take their guns, and Huntdown the leaders! Collect the bounty, level by level, and make a healthy living by making living unhealthy.
                        ",85,7.7,45,Action,T
Fable,Xbox,2004,"
                        In Fable, every action determines your skill, appearance, and reputation. From childhood to death, you'll age and evolve a hero or villain through the actions you choose and the path you follow--be it good, evil, or in between. Your muscles expand with each feat of strength; your body becomes fatter with gluttony; your skin tans with exposure to sunlight; and your battle wounds turn into scars. Competitive and cooperative heroes, deadly creatures, dynamic weather systems, and deformable environments all exist in the ever-changing land of Fable. 
                        ",85,8.5,327,Role-Playing,M
Forza Horizon,Xbox 360,2012,"
                        Combining the traditional Forza with a music festival vibe, Horizon promises to take freedom of the open road to the next level. Explore vast and varied driving playgrounds. Team up or compete with friends and rivals online. Show off your unique driving skills and become the star of the world's most rocking motorsport party. 
                        ",85,8.5,538,Driving,T
Chaos Reborn,PC,2015,"
                        At the heart of Chaos Reborn is an intuitive and fluid turn-based wizard combat system. You play the role of a fighting wizard armed with a selection of spells and magical staff. Some spells summon creatures but others are more exotic, such as the Gooey Blob which spreads uncontrollably across the terrain. The balance between Law and Chaos can be altered to your advantage, or you can cast illusions to deceive your adversaries. It＊s a game of bluff, tactics and calculated risks with nail-biting decisions from one turn to the next.
                        ",85,7.9,59,Fantasy,
Assassin's Creed Origins,Xbox One,2017,"
                        Set in mysterious Ancient Egypt, Assassin＊s Creed Origins is a new beginning. Experience a new way to fight while exploring the Great Pyramids and hidden tombs across the country of Ancient Egypt, and encounter many memorable storylines along your journey. And discover the origin story of the Assassin's Brotherhood. [Ubisoft]
                        ",85,7.6,727,Action Adventure,M
GTR: FIA GT Racing Game,PC,2005,"
                        Experience the original FIA GT Championship first-hand on your PC as you pit your skills against over 70 different opponents on all 10 legendary race courses such as SPA, Donington, and Monza. Developed by racing professionals, GTR is the most realistic racing experience ever. Original FIA GT Series cars and courses. 3 playing modes for newcomers, experienced players and simulation pros including intense multiplayer action. Real racing teams featuring over 70 race cars, including the Porsche 911, Viper GTS-R, BMW Z3 M and Ferrari 550 Maranello. Highly realistic opponent AI giving a total race experience! Dynamic weather changes during the race. Unrestricted game save and reload function. MOTEC Analysis Software: GTR uses the analysis software used by real racing teams. Based on real-life FIA GT team telemetry data. Live Track Technology: course conditions change as the race progresses. [Atari]
                        ",85,8,48,Driving,E
Final Fantasy IX,PlayStation 4,2017,"
                        The last Final Fantasy for the PlayStation, Final Fantasy IX returns to the pure fantasy roots that spawned the series.  This latest installment features highly detailed characters, vehicles, and environments, and breathtaking cinema-graphics.  The addition of brand new features such as the story-enhancing Active Time Event system and the return of minigames that grant additional gameplay make Final Fantasy IX not only a memorable gaming experience, but also a significant step forward in the series.
                        ",85,8.5,340,Role-Playing,T
The Witcher 3: Wild Hunt - Complete Edition,Switch,2019,"
                        AKA ""Switcher 3"".... A whole world to explore, at home and on the go. The Witcher 3: Wild Hunt is a story-driven, open world adventure set in a dark fantasy universe. You are Geralt of Rivia, mercenary monster slayer. At your disposal is every tool of the trade: razor-sharp swords, lethal mixtures, stealthy crossbows, and powerful combat magic. Before you stands a war-torn, monster-infested continent you can explore at will. Your current contract? Tracking down the Child of Prophecy, a living weapon that can alter the shape of the world.

The Complete Edition contains every piece of downloadable content released for the game, including two massive story expansions: Hearts of Stone & Blood and Wine. It's the perfect opportunity to enter this world for the first time or relive the adventure on the go!

Features:

* A gigantic open world to explore.
 Visit the luxurious and corrupt city of Novigrad, face the frigid cold of the wind-swept Skellige islands, and challenge the dark forces roaming the forlorn, ravaged No Man's Land. Sail through open seas, dive in search of long lost artifacts or gallop your mount into combat the world of the Witcher beckons to be explored.

* Unparalleled novel-like story spanning over 150 hours of gameplay.
 With over 100 hours of core and side-quest gameplay and over 50 hours of additional content, The Witcher 3: Wild Hunt combines the intense, plot-driven pull of traditional RPGs with the freedom of choice only open world games can offer. Make choices and face their consequences to unlock endings tailored to how you play.

* Now on Switch play at home and on the go.
 Developed to take advantage of everything Nintendo Switch has to offer, the game delivers a truly powerful on-the-go experience.
                        ",85,8.5,453,Role-Playing,M
Shadow Hearts: Covenant,PlayStation 2,2004,"
                        (Also known as ""Shadow Hearts II"" in Japan) The story unfolds via amazingly detailed cutscenes which bring the enthralling and complex characters, powerful battle sequences and unique gameplay to life. Shadow Hearts: Covenant also brings back the innovative combat system, the Judgment Ring, which not only allows players to choose which characters to bring to battle, but also determines the final outcome of the battle based on the players' speed and accuracy. New to the Shadow Hearts sequel, are enhancements to the Judgment Ring which allow team-based combo attacks. Set during World War I in a fantastical world of magic and creatures, the game takes place six months after the original Shadow Hearts ended. Yuri, the main character is back, and he embarks on a new expedition with friends Gepetto, a puppet master, and Kallen, a German female soldier. Yuri's morphing abilities have been weakened because he has been cursed by Nicholas, a member of a secret society taking advantage of the war to fulfill their evil ambitions of ruling the world. Yuri and his companions must journey to find a cure for his curse and defeat the malevolent cult. [Midway]
                        ",85,8.9,103,Role-Playing,T
Rogue Legacy,PlayStation Vita,2014,"
                        Each time you die, your child will succeed you. Every child is unique. One child might be colorblind, another might have tourettes-- they could even be a dwarf.

That's OK, because no one is perfect, and you don't have to be perfect to win this game. But you do have to be pretty darn good because this game is HARD. Fortunately, every time you die all the gold you've collected can be used to upgrade you manor, giving your next child a step up in life and another chance at vanquishing evil.
                        ",85,7.8,96,Action,E10+
Control,PC,2019,"
                        After a secretive agency in New York is invaded by an otherworldly threat, you become the new Director struggling to regain Control. This supernatural third-person action-adventure game will challenge you to master a combination of supernatural abilities, modifiable loadouts and reactive environments, while fighting through a deep and unpredictable world.
                        ",85,7.3,961,Action Adventure,M
Madden NFL 10,PlayStation 3,2009,"
                        Experience first-hand what it's like to Fight for Every Yard in Madden NFL 10. With the all-new Pro-Tak animation technology, players have more control over the outcome of each play. Whether driving a receiver towards the first down, or battling for a fumble at the bottom of a pile, the play won't end until the whistle blows. Add to that the most immersive broadcast presentation and online innovation to date, and Madden NFL 10 captures the authenticity and emotion of the NFL like never before. Pro-Taks's all new animation technology provides unprecedented control over the outcome of every play. Drag defenders towards the first down marker, including up to 9-man gang tackles, fight for a fumble at the bottom of the pile, and evade the rush with all-new quarterback avoidance actions. Enhanced play at the line of scrimmage features a new blocking system that allows the quarterback to step into the pocket and gives the defensive line more control over the rush. Authenticity - Referees peeling players off a fumble pile, the chain gang rushing in to measure for a key first down, and all-new player equipment ensure that if you see it on Sunday, you＊ll see it in Madden NFL 10. Fight for Online Dominance - Delivering the most comprehensive online offerings in franchise history, Madden NFL 10 includes new modes to satisfy the competitive and cooperative football gamer. New TV broadcast-style presentation and cinematic cameras bring the suspense and intensity of the NFL to your living room. Enhanced Franchise Mode - Run each aspect of an NFL franchise: draft players, sign free agents, manage the salary cap - just like a real GM. Enjoy all of the action throughout the league via a new, network inspired highlight show. The most customizable version of Madden NFL to date. Alter gameplay options to adjust the experience to your liking. A revamped play calling system and menu takes you to kickoff faster than ever before. Speed up online matches with accelerated clocks, streamlined presentation and more. [Electronic Arts]
                        ",85,6.8,60,Sports,E
Syphon Filter: Logan's Shadow,PSP,2007,"
                        We find Gabe Logan once again using a combination of stealth and ""run-and-gun"" gameplay as he is called into action when a dangerous new technology is hijacked by a criminal extremist group. In a story that takes him from the depths of the Indian Ocean to the deserts of the Middle East, Gabe is faced with the possibility that his long time partner, Lian Xing is a double agent. Logan's Shadow is complete with a variety of combat mechanics including the ability to force enemies into cover with ""blind-fire"", an advanced melee system that allows Gabe to use enemies as human shields, and 360 degree underwater combat. For the first time in the franchise ""interactive moments"" have been added for increased player interaction, such as airlifting debris and escaping wrist restraints. Returning to the franchise are buddy missions which have been enhanced with a variety of new objectives. [SCEA]
                        ",85,8.6,67,Action,T
Football Manager 2011,PC,2010,"
                        With more new features than ever before, including real-time contract negotiation, a revamped training system and a number of match engine improvements, Football Manager 2011 will once again raise the bar for Soccer management games.
                        ",85,8.3,89,Sports,E
Dust: An Elysian Tail,PC,2013,"
                        Immerse yourself in a gorgeous hand-painted world on a search for your true identity. As the mysterious warrior, Dust, your action-packed journey will take you from peaceful glades to snowy mountaintops and beyond. At your disposal is the mythical Blade of Ahrah, capable of turning its wielder into an unstoppable force of nature, and the blade's diminutive guardian, Fidget. Battle dozens of enemies at once with an easy-to-learn, difficult-to-master combat system, take on a variety of quests from friendly villagers, discover ancient secrets and powerful upgrades hidden throughout the massive, open world, and uncover the story of an ancient civilization on the brink of extinction as you fight to uncover your own past.
                        ",85,8.5,514,Role-Playing,E10+
NBA Live 2005,Xbox,2004,"
                        Elevate your game on both ends of the court with NBA Live 2005. Create new dribble moves, flashy dunks, and tenacious defensive plays that express your individual style--all with a touch of the right analog stick. The new 10-man Freestyle implementation enhances individual player movements and floor spacing, putting you in the middle of the action. Enhanced player graphics reproduce NBA players with realistic faces, hairstyles, jerseys, and shoes. NBA Live 2005 also offers a deeper Dynasty mode, where you can watch your franchise flourish for 25 seasons.
                        ",85,7.6,14,Sports,E
NHL 2004,PlayStation 2,2003,"
                        It's more physical than ever before, with new Bruise Control, an all-new fighting system, more realistic player collisions, and powerful visuals such as popping helmets and breaking glass. Total Control on the Ice: Total player control allows you to direct 2-button touch sensitive passes anywhere on the ice, call team strategies on the fly, and aggressively tie up opponents against the boards and in front of the net. Go Deep Into Dynasty Mode: Take on the role of GM for up to 20 seasons, drafting and trading players, negotiating contracts, and managing the financial bottom line of your franchise. Earn valuable experience points to upgrade your GM office and/or purchase improvements to staff and facilities, thus improving your team?s on ice performance. All-New Elite Leagues: 39 new international teams from Germany?s DEL, Sweden?s Elitserien, and Finland?s SM-Liga. Enhanced EA SPORTS Online: Compete in one-on-one or all-new on-line tournament games, and chat in-game with EA SPORTS Talk. New EA SPORTS Bio: Unlock special rewards in NHL 2004 by playing multiple titles, including Madden NFL 2004, NBA Live 2004, and much more. [Electronic Arts]
                        ",85,7.6,53,Sports,E
NFL 2K2,PlayStation 2,2001,"
                        The Sega Sports NFL franchise makes its PS2 debut with such new features as its intelligent passing/catching system providing for greater accuracy in pass play timing and execution, and advanced in-game effects such as natural outdoor lighting that casts real-time stadium shadows onto the field.
                        ",85,7.5,6,Sports,E
South Park: The Stick of Truth,PC,2014,"
                        South Park: The Game is an epic role-playing adventure that will allow the user to befriend Stan, Kyle, Cartman and Kenny and explore the quiet little mountain town like never before.
                        ",85,8.6,,Role-Playing,M
Monkey Island 2 Special Edition: LeChuck's Revenge,Xbox 360,2010,"
                        [Xbox Live Arcade]  More Pirates! More Adventure! More Monkeys! Relive the second swashbuckling misadventure of the wannabe pirate Guybrush Threepwood as he searches for the lost treasure of Big Whoop, attempts to win back the beautiful Elaine Marley and takes on the now evil zombie pirate, LeChuck! Monkey Island 2 Special Edition: LeChuck＊s Revenge faithfully re-imagines the original classic in signature Special Edition detail. Plus, interact with the world of Monkey Island like never before with new direct-character controls, an interactive object highlight system, behind the scenes art viewer and creator commentary featuring the original developers of Monkey Island 2: LeChuck＊s Revenge! Play it again for the first time with signature Special Edition features. [LucasArts]
                        ",85,8.2,35,Adventure,E10+
Assassin's Creed III,PlayStation 3,2012,"
                        Pursue your enemies through 1775 America in an ever-changing environment. From the legendary battlefields of Lexington and Concord and the bustling streets of Boston and New York, to the snow-covered Appalachian wilderness, you＊ll wage war in a stunningly mutable environment. Whether you＊re tracking your quarry＊s blood trail through fresh snow, or taking advantage of driving winds and thick fog to hide your attack, liberty is on the line, so unleash your killing power in Assassin's Creed 3.
                        ",85,6.9,1537,Action Adventure,M
Fire Emblem: The Sacred Stones,Game Boy Advance,2005,"
                        In Fire Emblem: The Sacred Stones, you must help protect the nation of Renais from the invading Grado Empire. Plan your strategy, choose your units, and then lead your soldiers in to battle. The more experience your soldiers gain, the more you can upgrade their abilities. This time, your soldiers can gain experience by fighting new monsters in the Tower of Valni.
                        ",85,8.9,187,Strategy,E
Dragon Age: Inquisition,Xbox One,2014,"
                        Draft and lead a group of characters into rugged battles against a diversity of enemies 每 from earth-shattering High Dragons to demonic forces from the otherworld of the Fade. Go hand to hand in visceral, heroic combat as your followers fight by your side, or switch to tactical view to coordinate murderous offensives using the combined might of your party. See the tangible, visible results of your journey through a living world 每 raise structures, customize outposts, and change the landscape itself as environments are re-shaped in the wake of your Inquisition. Lead a party chosen from nine unique, fully-formed characters 每 each of whom react to your actions and choices differently, forming complex relationships both with you and with each other. Create your own character from multiple races, customize their appearance, and select their powers and abilities as the game progresses. Extensive customization options allow you to choose everything from the color of your follower＊s boots to the features of your Inquisition stronghold. Become an agent of change in a time of uncertainty and upheaval.  Shape the course of empires, bring war or peace to factions in conflict, and drive the ultimate fate of the Inquisition. Will you stop the cataclysmic anarchy gripping the Dragon Age? [Electronic Arts]
                        ",85,7,825,General,M
Dark Souls: Prepare to Die Edition,PC,2012,"
                        With tense dungeon crawling and fearsome enemy encounters, the seamlessly intertwined world of Dark Souls is full of extreme battles, rewarding challenges, nuanced weaponry and magic, and the flexibility to customize each character to suit any desired play style.  The innovative online component allows gamers to draw from the collective experience of the Dark Souls community as they either help or sabotage each other on the journey through the world of Lordran to save the land from darkness.  With a massive, seamless open world design, Dark Souls encourages deep exploration and an adaptable gameplay experience.
                        ",85,7.7,2344,Role-Playing,M
The Binding of Isaac: Afterbirth +,Switch,2017,"
                        The latest expansion to The Binding of Isaac: Rebirth features: 55+ new items, new final chapter with boss and ending, new playable character, greed hard mode, daily greed runs, 5 new challenges, loads of new achievements, new bosses and other little editions, plus new dev tools! so you can design, edit and play and endless number of mods, features and whole new games that the community will no doubt eventually design.
                        ",85,8.3,264,Action,M
NBA 2K13,Wii U,2012,"
                        Featuring an enhanced MyCAREER mode and new gameplay features, NBA 2K13 lets gamers pit the best players in NBA history against the new dynasty of talent, including the much-debated matchup between the 2012 U.S. Men＊s National Team and the 1992 ※Dream Team.§ 
                        ",85,7.1,44,Sports,E
Shadow Tactics: Blades of the Shogun,PC,2016,"
                        The tactical game with stealth elements Shadow Tactics: Blades of the Shogun is a cooperative endeavor of Daedalic Entertainment and Mimimi Productions. The game is a special take on the genre: it takes place during the Edo-Era of Japan in 1615. Within a playtime of roughly 25 hours, 5 characters will face challenging missions, each protagonist with their own special field of expertise. Only if you know the positive and negative qualities of your characters and play tactically and with finesse, will you master the challenges ahead.
                        ",85,8.5,330,Strategy,M
Super Smash Bros. for Nintendo 3DS,3DS,2014,"
                        Return to a world of exciting battles with Super Smash Bros. as you fight your way through a host of fan-favorite opponents. Make your way through memorable stages inspired by the most notorious classic Nintendo games. Challenge a myriad of familiar faces to battle, including Mario, Link, Samus and Pikachu, or take on new contenders, such as Mega Man, Little Mac and Palutena, the Goddess of Light from the Kid Icarus games. Leap into battle as your own personalized Mii characters. Dive into a thrilling new mode, exclusive to the Nintendo 3DS, Smash Run. Fight solo through a battlefield of enemies, and snatch up their dropped powerups before the clock runs out 〞 and the real battle begins. Customize your fighter for when you're playing locally or online. Experience all the stunning beauty of the Super Smash Bros. world rendered in immersive 3D. Challenge family and friends locally or online, or seek out new competition from around the globe in online For Fun or For Glory matches.
                        ",85,8.5,852,Fighting,E10+
Medieval II: Total War Kingdoms,PC,2007,"
                        Medieval II: Total War Kingdoms is the official expansion to Medieval II: Total War, presenting players with all-new territories to explore, troops to command, and enemies to conquer. Kingdoms features four new entire campaigns centered on expanded maps of the British Isles, Teutonic Northern Europe, the Middle East, and the Americas. In Medieval II, players were only given a glimpse of South America, but in Kingdoms, vast tracts of land in both North and South America have been opened up for players to conquer. All-new factions from the New World are also now fully playable, including the Aztecs, Apaches, and Mayans. Along with the new maps in the Britannia, Teutonic, Crusades, and New World Campaigns, there are 13 new factions to play, over 110 units to control, and 50 building types, adding up to 80 hours of new gameplay. Kingdoms also offers new multiplayer maps and hotseat multiplayer, a first for the Total War series, allowing players to play one-versus-one campaign games on the same computer. [Sega]
                        ",85,8.8,208,Strategy,T
Call of Duty: World at War,PlayStation 3,2008,"
                        Utilizing the Call of Duty 4: Modern Warfare engine, Call of Duty: World at War throws out the rulebook of war to transform WWII combat through a new enemy, new tactics and an uncensored experience of the climatic battles that gripped a generation. As U.S. Marines and Russian soldiers, players employ new features like cooperative gameplay, and weapons such as the flamethrower in the most chaotic and cinematically intense experience to date. Call of Duty: World at War introduces co-operative play, bringing fresh meaning to the ""No One Fights Alone"" mantra with up to four-players online for Xbox 360, PS3 and PC, or two-player local split-screen on consoles. Nintendo Wii will also support a unique co-op mode for two players. For the first time ever players can experience harrowing single-player missions together for greater camaraderie and tactical execution.  The co-op campaign allows players to rank up and unlock perks in competitive multiplayer by completing challenges and earning experience points, adding continuous re-playability and team-based gameplay. Whether playing competitively or cooperatively 每 if players are online with Call of Duty: World at War 每 they always gain experience points. Based on a player＊s experience rank and rank of the player's friends, Call of Duty: World at War scales dynamically to provide a deeper level of challenge. [Activision]
                        ",85,7.7,495,Action,M
Assassin's Creed Valhalla,PlayStation 5,2020,"
                        Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting 每 or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]
                        ",85,8.7,531,Action Adventure,
Dragon Quest Builders 2,PC,2019,"
                        DRAGON QUEST BUILDERS 2 is a block-building RPG set in a fantasy land threatened by an evil cult. Explore, battle, build and harvest in the charming single-player campaign or build big projects in the online sandbox mode for up to 4-players. 
                        ",85,7.4,25,Action Adventure,E10+
The Outer Worlds,Xbox One,2019,"
                        The Outer Worlds is a new single-player first-person sci-fi RPG from Obsidian Entertainment and Private Division. Lost in transit while on a colonist ship bound for the furthest edge of the galaxy, you awake decades later only to find yourself in the midst of a deep conspiracy threatening to destroy the Halcyon colony. As you explore the furthest reaches of space and encounter various factions, all vying for power, the character you decide to become will determine how this player-driven story unfolds. In the corporate equation for the colony, you are the unplanned variable.
                        ",85,8.1,709,Role-Playing,M
VA-11 Hall-A: Cyberpunk Bartender Action,PlayStation 4,2019,"
                        Assume the role of a bartender at VA-11 Hall-A, affectionately nicknamed ＆Valhalla.＊ Although it is just a small bar in downtown Glitch City, it attracts the most fascinating people this side of dystopia. Keep your clients lubricated and you will be made privy to the most interesting stories.
                        ",85,6.6,34,Simulation,M
DJMax Respect,PlayStation 4,2018,"
                        Meet the legend of music game again on PlayStation 4. Enjoy variety of legendary DJMAX classics and also new songs at 'DJMAX RESPECT'.
                        ",85,7.8,48,Action,T
Pro Evolution Soccer 2017,PlayStation 4,2016,"
                        In PES 2017, the 1st touch is calculated by player attributes, as well as the further inclusion of real ball physics directly controlled by the input ball touch. See how different players control the ball in unique and different ways based on where and how you control them, dictating the flow of the game based on how they react to the unpredictable movement of the ball. In addition, there is more control in how you receive passes, and depending on the pass, players can visually execute the exact play intended, from receiving a pass to sending the ball out again. [Konami]
                        ",85,7.3,611,Sports,E
Resogun: Defenders,PlayStation 4,2015,"
                        The expansion features two new game modes 〞 Protector and Commando 〞 new ships, and all new planets.
                        ",85,7.2,80,Action,E10+
Shovel Knight,PC,2014,"
                        Shovel Knight is a sweeping classic action adventure game with memorable characters and an 8-bit retro aesthetic created by Yacht Club Games. You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this valley with two goals: to defeat the evil Enchantress and save his lost beloved. He wields a ShovelBlade; a multipurpose weapon whose techniques have now been lost to the ages. Always honest and helpful, Shovel Knight is a shining example of the code of Shovelry: Slash Mercilessly and Dig Tirelessly. However, between Shovel Knight and his beloved stands a cadre of villainous knights. These terrible foes, known as The Order of No Quarter, have been dispatched to prevent Shovel Knight from reaching the Enchantress at any cost.
                        ",85,8,512,Platformer,E
Final Fantasy X / X-2 HD Remaster,PlayStation 3,2014,"
                        Final Fantasy X HD is a remake of the PS2 classic for the PlayStation 3 and PlayStation VITA.
                        ",85,8.4,487,Role-Playing,T
DmC: Devil May Cry,PC,2013,"
                        DmC is the next installment in the Devil May Cry series, set in the present day, with new weapons and a new setting for Dante. Chain together combo after combo with panache and dispatch demonic spawn back to hell.
                        ",85,7,2078,Action,M
The Legend of Zelda: Four Swords Anniversary Edition,DS,2011,"
                        The Legend of Zelda: Four Swords is a free DSiWare download.
                        ",85,7.5,73,Action Adventure,E10+
Maboshi's Arcade,Wii,2008,"
                        [WiiWare] - (Also known as ""Maboshi's Arcade"")  This unique arcade action title features three games in one, based on three classic shapes: circle, bar and square. There are three game windows on screen at the same time, allowing for three people to play different games simultaneously. But there is a twist 每 each game impacts the other players. For every player, the goal is the same 每 score a million points 每 but the challenge is different, whether you＊re bashing enemies in Circle Mode, weaving your way through Bar Mode, or burning through a maze of obstacles in Square Mode. MaBoShi: The Three Shape Arcade also features Mii characters, action replays that you can send to friends via WiiConnect24, and even a Nintendo DS download version for playing on the go. [Nintendo]
                        ",85,7.9,14,Miscellaneous,E
Peggle Deluxe,PC,2007,"
                        Ready, aim... bounce! Clear the orange pegs from 55 fanciful levels as 10 whimsical teachers guide you toward Peggle greatness. Wield mystifying Magic Powers, rack up huge bonus points and make shots you'll smile about for weeks. Amidst all this fevered action, only one question remains: Can you become a Peggle Master? [PopCap Games]
                        ",85,7.9,149,Miscellaneous,E
Viewtiful Joe 2,PlayStation 2,2004,"
                        At the beginning of this new adventure, we find Joe and his girlfriend, Silvia, ready to face even tougher enemies and greater challenges. This time around, not only will gamers be able to play as Joe, but as Silvia right off the bat as well. In addition to being equipped with her pompoms, Silvia will be packing some heat as she wields a projectile weapon to help defeat the encroaching evil that lurks in the shadows. Keeping to the stylized yet richly detailed visuals, Viewtiful Joe 2 stays true to its masterfully crafted roots and delivers an even more brilliant and polished videogame. New cinematic visual effect (VFX) powers, such as ?Replay? which allows gamers to repeat a part of the action for heroic results, have been implemented to help solve ingenious puzzles, defeat unique yet relentless enemies and add variety to gameplay: Spanning across an increased number of stages and environments including a jungle, snowy mountains and outer space, Viewtiful Joe 2 incorporates more impressive quasi 2D/3D action with over 40 new types of adversaries to obliterate. The not-so-average-Joe will once again break the gaming mold and deliver an experience unlike any other with his polished martial arts attacks, high-flying acrobatics, and compelling storyline. [Capcom]
                        ",85,7.6,25,Action,T
Tony Hawk's Underground,Xbox,2003,"
                        Get ready for a major new step for the Tony Hawk series.  Tony Hawk's Underground tweaks the gameplay of previous installments to include a plot-twisting story, customizable tricks and decks, online play, and the ability to include your own mug shot on your custom player.  Of course, you can also play as any one of pro skating's biggest stars including Tony Hawk, Bob Burnquist, and Elissa Steamer.  Ride, walk, or drive through nine expansive levels then test your skills against other gamers online.  Become a star of the Underground.
                        ",85,8.5,33,Sports,T
WWE SmackDown! Here Comes the Pain,PlayStation 2,2003,"
                        Features an exclusive story mode with original storylines developed by WWE. Unique Superstar abilities featuring real-life attributes of strength, submission, technique, speed and stamina. New and improved controls including an in-depth countering and interactive submission system. All-new match types including Bra & Panty, First Blood and Elimination Chamber. Enhanced production values feature dynamic camera transitions, an improved audio experience, Superstar voice over and more-realistic animations. [THQ]
                        ",85,8.9,222,Action,T
Tony Hawk's Pro Skater 4,Game Boy Advance,2002,"
                        Drop into the ultimate challenge.  In the next chapter in the Tony Hawk series, pros challenge you to make your mark in huge free-roaming levels, taking on 190 progressively harder goals with no time limits to hold you back.  Decide when you're ready to take on your Pro Challenge and move into the pro ranks, where it's a whole new game.  Build your skills, perform all-new tricks, play up to eight players online, and show that you've got what it takes to go Pro.  
                        ",85,7,5,Sports,E
Hot Shots Golf 3,PlayStation 2,2002,"
                        Join the new cast of characters who come to tee off on the greens and on each other with trash-talking quips. The new swing Meter will test your skills with a variety of interfaces depending on the lie of the ball, whether it is in the fairway, rough, treeline, dirt or sand trap. Earn ""Hot Shot Points"" for superb performances, great shots and remarkable putts to use towards enhanced golf equipment and insane golf gadgets. [SCEA]
                        ",85,8,19,Sports,E
Monopoly Tycoon,PC,2001,"
                        A simulation game where the traditional fantasy of ""owning it all"" is taken to the next level. Plan, invest, build, demolish, and bankrupt your opponents in a real time 3D environment. Construct a fabulous upscale apartment building on Park Place or start a department store chain on Baltic or Mediterranean. It's all about money ? and making more of it than your opponents.  [Infogrames]
                        ",85,7.7,32,Strategy,E
FIFA 2001 Major League Soccer,PlayStation,2000,"
                        Though FIFA 2001 is a solid enough game in its own right, the game's lack of innovation or significant upgrades keeps it from having the same impact as FIFA 2000.
                        ",85,7,9,Sports,E
